id,Salary
0,90000.0
1,65000.0
2,150000.0
3,60000.0
4,200000.0
5,55000.0
6,120000.0
7,80000.0
8,45000.0
9,110000.0
10,75000.0
11,140000.0
12,65000.0
13,130000.0
14,40000.0
15,125000.0
16,90000.0
17,115000.0
18,35000.0
19,180000.0
20,80000.0
21,190000.0
22,50000.0
23,60000.0
24,140000.0
25,45000.0
26,110000.0
27,40000.0
28,140000.0
29,90000.0
30,250000.0
31,55000.0
32,75000.0
33,65000.0
34,170000.0
35,45000.0
36,60000.0
37,115000.0
38,40000.0
39,160000.0
40,80000.0
41,190000.0
42,60000.0
43,45000.0
44,130000.0
45,40000.0
46,75000.0
47,180000.0
48,120000.0
49,35000.0
50,130000.0
51,85000.0
52,60000.0
53,200000.0
54,50000.0
55,95000.0
56,65000.0
57,140000.0
58,55000.0
59,105000.0
60,170000.0
61,50000.0
62,80000.0
63,180000.0
64,35000.0
65,90000.0
66,120000.0
67,45000.0
68,90000.0
69,150000.0
70,65000.0
71,70000.0
72,190000.0
73,40000.0
74,120000.0
75,95000.0
76,160000.0
77,100000.0
78,180000.0
79,55000.0
80,70000.0
81,80000.0
82,30000.0
83,250000.0
84,40000.0
85,95000.0
86,45000.0
87,80000.0
88,135000.0
89,55000.0
90,120000.0
91,40000.0
92,105000.0
93,170000.0
94,75000.0
95,65000.0
96,160000.0
97,35000.0
98,90000.0
99,110000.0
100,45000.0
101,95000.0
102,150000.0
103,50000.0
104,80000.0
105,220000.0
106,50000.0
107,60000.0
108,100000.0
109,40000.0
110,110000.0
111,95000.0
112,130000.0
113,90000.0
114,35000.0
115,95000.0
116,65000.0
117,170000.0
118,45000.0
119,120000.0
120,100000.0
121,180000.0
122,50000.0
123,80000.0
124,140000.0
125,40000.0
126,95000.0
127,110000.0
128,50000.0
129,105000.0
130,160000.0
131,45000.0
132,100000.0
133,160000.0
134,35000.0
135,55000.0
136,140000.0
137,50000.0
138,60000.0
139,120000.0
140,40000.0
141,110000.0
142,50000.0
143,135000.0
144,40000.0
145,90000.0
146,150000.0
147,60000.0
148,80000.0
149,175000.0
150,45000.0
151,120000.0
152,140000.0
153,35000.0
154,95000.0
155,110000.0
156,50000.0
157,115000.0
158,185000.0
159,40000.0
160,90000.0
161,175000.0
162,45000.0
163,80000.0
164,120000.0
165,35000.0
166,110000.0
167,150000.0
168,50000.0
169,105000.0
170,180000.0
171,40000.0
172,
173,140000.0
174,45000.0
175,85000.0
176,140000.0
177,50000.0
178,80000.0
179,170000.0
180,40000.0
181,105000.0
182,145000.0
183,40000.0
184,85000.0
185,130000.0
186,95000.0
187,100000.0
188,180000.0
189,35000.0
190,95000.0
191,170000.0
192,45000.0
193,95000.0
194,120000.0
195,40000.0
196,90000.0
197,155000.0
198,55000.0
199,110000.0
200,180000.0
201,45000.0
202,130000.0
203,45000.0
204,90000.0
205,160000.0
206,50000.0
207,120000.0
208,170000.0
209,40000.0
210,110000.0
211,150000.0
212,40000.0
213,85000.0
214,130000.0
215,100000.0
216,95000.0
217,180000.0
218,35000.0
219,100000.0
220,170000.0
221,45000.0
222,100000.0
223,140000.0
224,40000.0
225,105000.0
226,160000.0
227,70000.0
228,120000.0
229,190000.0
230,45000.0
231,120000.0
232,50000.0
233,85000.0
234,140000.0
235,45000.0
236,100000.0
237,140000.0
238,70000.0
239,120000.0
240,160000.0
241,40000.0
242,120000.0
243,150000.0
244,70000.0
245,95000.0
246,180000.0
247,50000.0
248,95000.0
249,170000.0
250,40000.0
251,110000.0
252,150000.0
253,40000.0
254,85000.0
255,130000.0
256,100000.0
257,95000.0
258,180000.0
259,350.0
260,
261,120000.0
262,160000.0
263,50000.0
264,110000.0
265,40000.0
266,95000.0
267,140000.0
268,60000.0
269,110000.0
270,150000.0
271,60000.0
272,90000.0
273,180000.0
274,40000.0
275,120000.0
276,160000.0
277,70000.0
278,95000.0
279,180000.0
280,50000.0
281,95000.0
282,170000.0
283,35000.0
284,100000.0
285,150000.0
286,60000.0
287,85000.0
288,130000.0
289,65000.0
290,110000.0
291,180000.0
292,40000.0
293,90000.0
294,140000.0
295,60000.0
296,130000.0
297,160000.0
298,40000.0
299,100000.0
300,180000.0
301,55000.0
302,120000.0
303,150000.0
304,70000.0
305,95000.0
306,180000.0
307,50000.0
308,120000.0
309,170000.0
310,35000.0
311,100000.0
312,150000.0
313,60000.0
314,85000.0
315,130000.0
316,80000.0
317,95000.0
318,40000.0
319,120000.0
320,160000.0
321,65000.0
322,130000.0
323,180000.0
324,40000.0
325,100000.0
326,150000.0
327,55000.0
328,110000.0
329,180000.0
330,50000.0
331,130000.0
332,160000.0
333,60000.0
334,95000.0
335,170000.0
336,40000.0
337,90000.0
338,150000.0
339,70000.0
340,90000.0
341,170000.0
342,50000.0
343,150000.0
344,160000.0
345,60000.0
346,85000.0
347,180000.0
348,35000.0
349,110000.0
350,160000.0
351,55000.0
352,110000.0
353,180000.0
354,50000.0
355,130000.0
356,160000.0
357,60000.0
358,95000.0
359,170000.0
360,40000.0
361,90000.0
362,150000.0
363,70000.0
364,90000.0
365,170000.0
366,50000.0
367,150000.0
368,160000.0
369,60000.0
370,85000.0
371,170000.0
372,40000.0
373,90000.0
374,150000.0
